review_text,Sub - Category
"Comfortable stay Stay was safe & comfortable, quick service really appreciated. A big thanks to Rasna ??",Satisfaction
Good Good and best property in the area.,Satisfaction
"The most safe stay during covid Royal orchid jaipur follows one of the most high standards and best sanitation during this unending pandemic. I felt very comfortable, confident and assured with the safety standards, precautions and the great service champions working there made me relax a few days with complete peace of mind. Thank you and really grateful to the no compromise service that you guys offer in these unprecedented times. Salute !",Delight
Poor Stay Business guests not allowed. Service time is very leather. Very less verity. No live food as per demand. Only selected menu,Disappointment
Good Liked it. May visit again sometime in future,Satisfaction
Perfect for Pricing. This would be my 25 th stay minimum at Royal orchid it's a 4 ?plus + property Super food amazing service and reasonable for the price.,Delight
Excellent Stay Extremely well maintained property,Delight
Not a 5 star property it is a below 3 star Horrible property property is below 3 star why mm t is showing it 5 star can’t understand l.,Frustation
Worst property of jaipur Not going to recommend to anyone,Frustation
Excellent As the name says they match their standard about each and security protocols and safety measures,Delight
Excellent Stay My stay is very awesome good location & good staff & facilities,Delight
"Anil jain Excellent hotel, value for money, delicious food, hygiene up to the mark, convenient location, excellent service and staff",Satisfaction
Excellent stay It was a good staying. We enjoyed it with family.,Delight
Good Very nice property and loved the stay,Delight
Sanitizer Sanitizer not good quality use all area when entrance.,Disappointment
Average hotel to stay should not be 5 star An average hotel should be marked as 3 star and not 5 as it does not fulfill the requirements of being a 5 star,Satisfaction
"Car sanitisation Valet parking was provided, but it may not be sanitised after parking",Disappointment
Okayyyyy Okayyyyy,Delight
"Anil kumar jain Best hotel in jaipur in terms of cost, location, great service, delicious food",Delight
Excellent Stay No one is following social distancing,Delight
"3 days in jaipur Initially i booked this hotel for 2 days only, but extended for 2 more days after experiencing hotel's cleanliness and quality.",Satisfaction
Exellent Very good. As well as all d services was veer y lovely.,Delight
"Rajasthan good hotel Very Good?? nice hotel,.............",Satisfaction
Good to stay Location is good very near to airport.,Satisfaction
"excellent stay very friendly staff especially the reception girl cifa 
dining manager khan
thnku each n every staff of fortune making our stay comfortable",Delight
good stay staff is always helpful.,Satisfaction
"excellent stay the room was average, the food was great and the staff were exceptional in their service and hospitality.",Delight
staff was good hotel location is at convenient place and all points are able to catch by self driving car,Satisfaction
food wise excellent but service wise i felt they were short of staff.,neutral
a complete satisfaction good ambience... well maintained... good food... overall satisfaction... courteous staff...,Satisfaction
"excellent stay the hotel offers a warm welcome with courteous reception, nice staff, and attentive housekeeping.",Satisfaction
hotel staff was very good & with quick assistance.,Satisfaction
"the staff was extremely warm, welcoming, and always ready to help.",Delight
staff were very cooperative.,Satisfaction
the staff was so good and supportive.,Satisfaction
